N;p;time
1000000000;1;20.4283
1000000000;2;10.3600
1000000000;4;5.3083
1000000000;6;3.7466
1000000000;8;2.8216
1000000000;10;2.3300
1000000000;12;1.9700
1000000000;14;1.7366
1000000000;16;1.5233
1000000000;18;1.3100
1000000000;20;1.5416
