N,p,time

1000000000,1 , 20.41347885 

1000000000,2 , 10.39945725 

1000000000,4 , 5.33625397 

1000000000,6 , 3.66290974 

1000000000,8 , 2.85699059 

1000000000,10 , 2.33577842 

1000000000,12 , 1.97571230 

1000000000,14 , 1.69362009 

1000000000,16 , 1.73144700 

1000000000,18 , 1.31735005 

1000000000,20 , 1.59885072 
