N;time

50000000 , 0.11973567 

100000000 , 0.22996335 

200000000 , 0.40688217 

300000000 , 0.55144876 

400000000 , 0.70372700 

500000000 , 0.81654171 

600000000 , 1.06461357 

700000000 , 1.18266461 

800000000 , 1.24269410 

900000000 , 1.41287982 

1000000000 , 1.56579162 
