N,p,time
10000,1,12.8900
10000,2,13.8650
10000,4,9.0400
10000,6,7.1850
10000,8,6.3800
10000,10,6.1300
10000,12,6.1300
10000,14,6.0800
10000,16,6.5100
10000,18,6.4700
10000,20,6.4450
