N,p,time
10000,1,9.6950
10000,2,5.1700
10000,4,3.2050
10000,6,2.3150
10000,8,1.6900
10000,10,1.4250
10000,12,1.2950
10000,14,1.3200
10000,16,1.1800
10000,18,1.1050
10000,20,1.7500
