N;p;time
10000,1,9.6050
10000,2,5.1900
10000,4,4.2150
10000,6,3.7250
10000,8,3.1950
10000,10,2.8750
10000,12,2.5250
10000,14,2.2750
10000,16,2.0950
10000,18,1.9600
10000,20,1.8750
