N;p;time
1000000;20;1.8309
10000000;20;1.8345
20000000;20;1.8445
30000000;20;1.8290
70000000;20;1.8663
100000000;20;1.8836
150000000;20;1.9427
500000000;20;2.3727
1000000000;20;2.9900
1500000000;20;3.6036
3000000000;20;5.3200
